sorting;case_id;activity;resource;TimeStart;TimeEnd;Cost
3451;215;S14: SecureBuilding;Ville Blois;29/03/1969 20:20;30/03/1969 20:20;3 000,00 €
3452;215;S15: ManagingPollution;DREAL;30/03/1969 20:50;02/04/1969 20:50;5 000,00 €
3453;215;S16: MonitoringHealth;ARS;02/04/1969 21:20;03/04/1969 05:20;10 000,00 €
3454;215;S17: RecoveringNetworks;AGGLOPOLYS;03/04/1969 05:50;03/04/1969 11:50;1 000,00 €
3455;215;S18: CleaningRepairing;ARS;03/04/1969 12:20;06/04/1969 12:20;3 000,00 €
3456;215;S19 : AdminsitrativeSupport;Mayor;06/04/1969 12:50;09/04/1969 07:30;1 200,00 €
3457;216;S2: Notify mayors;Prefect;09/04/1969 08:00;09/04/1969 09:00;10,00 €
3458;216;S3: Alert population;Mayor;09/04/1969 09:30;09/04/1969 12:30;50,00 €
3459;216;S1: Second Roll Call;Prefect;09/04/1969 13:00;09/04/1969 13:30;10,00 €
3460;216;S5: Stop Traffic;DDT 41;09/04/1969 14:00;09/04/1969 20:00;6 000,00 €
3461;216;S6: Detour setting;DDT 41;09/04/1969 20:30;09/04/1969 23:30;4 000,00 €
3462;216;S7: Put population in a safe place;SDIS 41;10/04/1969 00:00;11/04/1969 00:00;10 000,00 €
3463;216;S11: NOVI Plan;Prefect;11/04/1969 00:30;15/04/1969 00:30;3 000,00 €
3464;216;S8: Accomadation Plan ;Prefect;15/04/1969 01:00;17/04/1969 03:00;2 500,00 €
3465;216;S12: Food Resupplying;Mayor;17/04/1969 03:30;20/04/1969 03:30;5 000,00 €
3466;216;S13: Psychological care;CUMP Blois;20/04/1969 04:00;24/04/1969 04:00;4 500,00 €
3467;216;S15: ManagingPollution;DREAL;24/04/1969 04:30;27/04/1969 04:30;5 000,00 €
3468;216;S14: SecureBuilding;Ville Blois;27/04/1969 05:00;28/04/1969 05:00;3 000,00 €
3469;216;S16: MonitoringHealth;ARS;28/04/1969 05:30;28/04/1969 13:30;10 000,00 €
3470;216;S17: RecoveringNetworks;AGGLOPOLYS;28/04/1969 14:00;28/04/1969 20:00;1 000,00 €
3471;216;S18: CleaningRepairing;ARS;28/04/1969 20:30;01/05/1969 20:30;3 000,00 €
3472;216;S19 : AdminsitrativeSupport;Mayor;01/05/1969 21:00;04/05/1969 15:40;1 200,00 €
3473;217;S2: Notify mayors;Prefect;04/05/1969 16:10;04/05/1969 17:10;10,00 €
3474;217;S3: Alert population;Mayor;04/05/1969 17:40;04/05/1969 20:40;50,00 €
3475;217;S1: Second Roll Call;Prefect;04/05/1969 21:10;04/05/1969 21:40;10,00 €
3476;217;S5: Stop Traffic;DDT 41;04/05/1969 22:10;05/05/1969 04:10;6 000,00 €
3477;217;S6: Detour setting;DDT 41;05/05/1969 04:40;05/05/1969 07:40;4 000,00 €
3478;217;S7: Put population in a safe place;SDIS 41;05/05/1969 08:10;06/05/1969 08:10;10 000,00 €
3479;217;S11: NOVI Plan;Prefect;06/05/1969 08:40;10/05/1969 08:40;3 000,00 €
3480;217;S8: Accomadation Plan ;Prefect;10/05/1969 09:10;12/05/1969 11:10;2 500,00 €
3481;217;S12: Food Resupplying;Mayor;12/05/1969 11:40;15/05/1969 11:40;5 000,00 €
3482;217;S13: Psychological care;CUMP Blois;15/05/1969 12:10;19/05/1969 12:10;4 500,00 €
3483;217;S14: SecureBuilding;Ville Blois;19/05/1969 12:40;20/05/1969 12:40;3 000,00 €
3484;217;S15: ManagingPollution;DREAL;20/05/1969 13:10;23/05/1969 13:10;5 000,00 €
3485;217;S16: MonitoringHealth;ARS;23/05/1969 13:40;23/05/1969 21:40;10 000,00 €
3486;217;S17: RecoveringNetworks;AGGLOPOLYS;23/05/1969 22:10;24/05/1969 04:10;1 000,00 €
3487;217;S18: CleaningRepairing;ARS;24/05/1969 04:40;27/05/1969 04:40;3 000,00 €
3488;217;S19 : AdminsitrativeSupport;Mayor;27/05/1969 05:10;29/05/1969 23:50;1 200,00 €
3489;218;S2: Notify mayors;Prefect;30/05/1969 00:20;30/05/1969 01:20;10,00 €
3490;218;S3: Alert population;Mayor;30/05/1969 01:50;30/05/1969 04:50;50,00 €
3491;218;S1: Second Roll Call;Prefect;30/05/1969 05:20;30/05/1969 05:50;10,00 €
3492;218;S5: Stop Traffic;DDT 41;30/05/1969 06:20;30/05/1969 12:20;6 000,00 €
3493;218;S6: Detour setting;DDT 41;30/05/1969 12:50;30/05/1969 15:50;4 000,00 €
3494;218;S7: Put population in a safe place;SDIS 41;30/05/1969 16:20;31/05/1969 16:20;10 000,00 €
3495;218;S9: Ad-Hoc Accomodation;Mayor;31/05/1969 16:50;31/05/1969 20:50;3 000,00 €
3496;218;S10: ad-Hoc taking care;ONG;31/05/1969 21:20;05/06/1969 21:20;2 500,00 €
3497;218;S12: Food Resupplying;Mayor;05/06/1969 21:50;08/06/1969 21:50;5 000,00 €
3498;218;S13: Psychological care;CUMP Blois;08/06/1969 22:20;12/06/1969 22:20;4 500,00 €
3499;218;S14: SecureBuilding;Ville Blois;12/06/1969 22:50;13/06/1969 22:50;3 000,00 €
3500;218;S15: ManagingPollution;DREAL;13/06/1969 23:20;16/06/1969 23:20;5 000,00 €
3501;218;S16: MonitoringHealth;ARS;16/06/1969 23:50;17/06/1969 07:50;10 000,00 €
3502;218;S17: RecoveringNetworks;AGGLOPOLYS;17/06/1969 08:20;17/06/1969 14:20;1 000,00 €
3503;218;S18: CleaningRepairing;ARS;17/06/1969 14:50;20/06/1969 14:50;3 000,00 €
3504;218;S19 : AdminsitrativeSupport;Mayor;20/06/1969 15:20;23/06/1969 10:00;1 200,00 €
3505;219;S2: Notify mayors;Prefect;23/06/1969 10:30;23/06/1969 11:30;10,00 €
3506;219;S3: Alert population;Mayor;23/06/1969 12:00;23/06/1969 15:00;50,00 €
3507;219;S1: Second Roll Call;Prefect;23/06/1969 15:30;23/06/1969 16:00;10,00 €
3508;219;S5: Stop Traffic;DDT 41;23/06/1969 16:30;23/06/1969 22:30;6 000,00 €
3509;219;S6: Detour setting;DDT 41;23/06/1969 23:00;24/06/1969 02:00;4 000,00 €
3510;219;S7: Put population in a safe place;SDIS 41;24/06/1969 02:30;25/06/1969 02:30;10 000,00 €
3511;219;S4: White Plan;Prefect;25/06/1969 03:00;27/06/1969 03:00;2 000,00 €
3512;219;S8: Accomadation Plan ;Prefect;27/06/1969 03:30;29/06/1969 05:30;2 500,00 €
3513;219;S12: Food Resupplying;Mayor;29/06/1969 06:00;02/07/1969 06:00;5 000,00 €
3514;219;S13: Psychological care;CUMP Blois;02/07/1969 06:30;06/07/1969 06:30;4 500,00 €
3515;219;S15: ManagingPollution;DREAL;06/07/1969 07:00;09/07/1969 07:00;5 000,00 €
3516;219;S14: SecureBuilding;Ville Blois;09/07/1969 07:30;10/07/1969 07:30;3 000,00 €
3517;219;S16: MonitoringHealth;ARS;10/07/1969 08:00;10/07/1969 16:00;10 000,00 €
3518;219;S18: CleaningRepairing;ARS;10/07/1969 16:30;13/07/1969 16:30;3 000,00 €
3519;219;S17: RecoveringNetworks;AGGLOPOLYS;13/07/1969 17:00;13/07/1969 23:00;1 000,00 €
3520;219;S19 : AdminsitrativeSupport;Mayor;13/07/1969 23:30;16/07/1969 18:10;1 200,00 €
3521;220;S2: Notify mayors;Prefect;16/07/1969 18:40;16/07/1969 19:40;10,00 €
3522;220;S1: Second Roll Call;Prefect;16/07/1969 20:10;16/07/1969 20:40;10,00 €
3523;220;S3: Alert population;Mayor;16/07/1969 21:10;17/07/1969 00:10;50,00 €
3524;220;S5: Stop Traffic;DDT 41;17/07/1969 00:40;17/07/1969 06:40;6 000,00 €
3525;220;S6: Detour setting;DDT 41;17/07/1969 07:10;17/07/1969 10:10;4 000,00 €
3526;220;S7: Put population in a safe place;SDIS 41;17/07/1969 10:40;18/07/1969 10:40;10 000,00 €
3527;220;S9: Ad-Hoc Accomodation;Mayor;18/07/1969 11:10;18/07/1969 15:10;3 000,00 €
3528;220;S11: NOVI Plan;Prefect;18/07/1969 15:40;22/07/1969 15:40;3 000,00 €
3529;220;S12: Food Resupplying;Mayor;22/07/1969 16:10;25/07/1969 16:10;5 000,00 €
3530;220;S13: Psychological care;CUMP Blois;25/07/1969 16:40;29/07/1969 16:40;4 500,00 €
3531;220;S14: SecureBuilding;Ville Blois;29/07/1969 17:10;30/07/1969 17:10;3 000,00 €
3532;220;S15: ManagingPollution;DREAL;30/07/1969 17:40;02/08/1969 17:40;5 000,00 €
3533;220;S16: MonitoringHealth;ARS;02/08/1969 18:10;03/08/1969 02:10;10 000,00 €
3534;220;S17: RecoveringNetworks;AGGLOPOLYS;03/08/1969 02:40;03/08/1969 08:40;1 000,00 €
3535;220;S18: CleaningRepairing;ARS;03/08/1969 09:10;06/08/1969 09:10;3 000,00 €
3536;220;S19 : AdminsitrativeSupport;Mayor;06/08/1969 09:40;09/08/1969 04:20;1 200,00 €
3537;221;S2: Notify mayors;Prefect;09/08/1969 04:50;09/08/1969 05:50;10,00 €
3538;221;S1: Second Roll Call;Prefect;09/08/1969 06:20;09/08/1969 06:50;10,00 €
3539;221;S3: Alert population;Mayor;09/08/1969 07:20;09/08/1969 10:20;50,00 €
3540;221;S5: Stop Traffic;DDT 41;09/08/1969 10:50;09/08/1969 16:50;6 000,00 €
3541;221;S6: Detour setting;DDT 41;09/08/1969 17:20;09/08/1969 20:20;4 000,00 €
3542;221;S7: Put population in a safe place;SDIS 41;09/08/1969 20:50;10/08/1969 20:50;10 000,00 €
3543;221;S9: Ad-Hoc Accomodation;Mayor;10/08/1969 21:20;11/08/1969 01:20;3 000,00 €
3544;221;S10: ad-Hoc taking care;Volunteer;11/08/1969 01:50;16/08/1969 01:50;2 500,00 €
3545;221;S12: Food Resupplying;Mayor;16/08/1969 02:20;19/08/1969 02:20;5 000,00 €
3546;221;S13: Psychological care;CUMP Blois;19/08/1969 02:50;23/08/1969 02:50;4 500,00 €
3547;221;S14: SecureBuilding;Ville Blois;23/08/1969 03:20;24/08/1969 03:20;3 000,00 €
3548;221;S15: ManagingPollution;DREAL;24/08/1969 03:50;27/08/1969 03:50;5 000,00 €
3549;221;S16: MonitoringHealth;ARS;27/08/1969 04:20;27/08/1969 12:20;10 000,00 €
3550;221;S17: RecoveringNetworks;AGGLOPOLYS;27/08/1969 12:50;27/08/1969 18:50;1 000,00 €
3551;221;S18: CleaningRepairing;ARS;27/08/1969 19:20;30/08/1969 19:20;3 000,00 €
3552;221;S19 : AdminsitrativeSupport;Mayor;30/08/1969 19:50;02/09/1969 14:30;1 200,00 €
3553;222;S2: Notify mayors;Prefect;02/09/1969 15:00;02/09/1969 16:00;10,00 €
3554;222;S3: Alert population;Mayor;02/09/1969 16:30;02/09/1969 19:30;50,00 €
3555;222;S1: Second Roll Call;Prefect;02/09/1969 20:00;02/09/1969 20:30;10,00 €
3556;222;S5: Stop Traffic;DDT 41;02/09/1969 21:00;03/09/1969 03:00;6 000,00 €
3557;222;S6: Detour setting;DDT 41;03/09/1969 03:30;03/09/1969 06:30;4 000,00 €
3558;222;S7: Put population in a safe place;SDIS 41;03/09/1969 07:00;04/09/1969 07:00;10 000,00 €
3559;222;S11: NOVI Plan;Prefect;04/09/1969 07:30;08/09/1969 07:30;3 000,00 €
3560;222;S9: Ad-Hoc Accomodation;Mayor;08/09/1969 08:00;08/09/1969 12:00;3 000,00 €
3561;222;S12: Food Resupplying;Mayor;08/09/1969 12:30;11/09/1969 12:30;5 000,00 €
3562;222;S13: Psychological care;CUMP Blois;11/09/1969 13:00;15/09/1969 13:00;4 500,00 €
3563;222;S15: ManagingPollution;DREAL;15/09/1969 13:30;18/09/1969 13:30;5 000,00 €
3564;222;S14: SecureBuilding;Ville Blois;18/09/1969 14:00;19/09/1969 14:00;3 000,00 €
3565;222;S16: MonitoringHealth;ARS;19/09/1969 14:30;19/09/1969 22:30;10 000,00 €
3566;222;S17: RecoveringNetworks;AGGLOPOLYS;19/09/1969 23:00;20/09/1969 05:00;1 000,00 €
3567;222;S18: CleaningRepairing;ARS;20/09/1969 05:30;23/09/1969 05:30;3 000,00 €
3568;222;S19 : AdminsitrativeSupport;Mayor;23/09/1969 06:00;26/09/1969 00:40;1 200,00 €
3569;223;S2: Notify mayors;Prefect;26/09/1969 01:10;26/09/1969 02:10;10,00 €
3570;223;S1: Second Roll Call;Prefect;26/09/1969 02:40;26/09/1969 03:10;10,00 €
3571;223;S3: Alert population;Mayor;26/09/1969 03:40;26/09/1969 06:40;50,00 €
3572;223;S5: Stop Traffic;DDT 41;26/09/1969 07:10;26/09/1969 13:10;6 000,00 €
3573;223;S6: Detour setting;DDT 41;26/09/1969 13:40;26/09/1969 16:40;4 000,00 €
3574;223;S7: Put population in a safe place;SDIS 41;26/09/1969 17:10;27/09/1969 17:10;10 000,00 €
3575;223;S10: ad-Hoc taking care;Volunteer;27/09/1969 17:40;02/10/1969 17:40;2 500,00 €
3576;223;S8: Accomadation Plan ;Prefect;02/10/1969 18:10;04/10/1969 20:10;2 500,00 €
3577;223;S12: Food Resupplying;Mayor;04/10/1969 20:40;07/10/1969 20:40;5 000,00 €
3578;223;S13: Psychological care;CUMP Blois;07/10/1969 21:10;11/10/1969 21:10;4 500,00 €
3579;223;S15: ManagingPollution;DREAL;11/10/1969 21:40;14/10/1969 21:40;5 000,00 €
3580;223;S14: SecureBuilding;Ville Blois;14/10/1969 22:10;15/10/1969 22:10;3 000,00 €
3581;223;S16: MonitoringHealth;ARS;15/10/1969 22:40;16/10/1969 06:40;10 000,00 €
3582;223;S18: CleaningRepairing;ARS;16/10/1969 07:10;19/10/1969 07:10;3 000,00 €
3583;223;S17: RecoveringNetworks;AGGLOPOLYS;19/10/1969 07:40;19/10/1969 13:40;1 000,00 €
3584;223;S19 : AdminsitrativeSupport;Mayor;19/10/1969 14:10;22/10/1969 08:50;1 200,00 €
3585;224;S2: Notify mayors;Prefect;22/10/1969 09:20;22/10/1969 10:20;10,00 €
3586;224;S3: Alert population;Mayor;22/10/1969 10:50;22/10/1969 13:50;50,00 €
3587;224;S1: Second Roll Call;Prefect;22/10/1969 14:20;22/10/1969 14:50;10,00 €
3588;224;S5: Stop Traffic;DDT 41;22/10/1969 15:20;22/10/1969 21:20;6 000,00 €
3589;224;S6: Detour setting;DDT 41;22/10/1969 21:50;23/10/1969 00:50;4 000,00 €
3590;224;S7: Put population in a safe place;SDIS 41;23/10/1969 01:20;24/10/1969 01:20;10 000,00 €
3591;224;S8: Accomadation Plan ;Prefect;24/10/1969 01:50;26/10/1969 03:50;2 500,00 €
3592;224;S4: White Plan;Prefect;26/10/1969 04:20;28/10/1969 04:20;2 000,00 €
3593;224;S12: Food Resupplying;Mayor;28/10/1969 04:50;31/10/1969 04:50;5 000,00 €
3594;224;S13: Psychological care;CUMP Blois;31/10/1969 05:20;04/11/1969 05:20;4 500,00 €
3595;224;S14: SecureBuilding;Ville Blois;04/11/1969 05:50;05/11/1969 05:50;3 000,00 €
3596;224;S15: ManagingPollution;DREAL;05/11/1969 06:20;08/11/1969 06:20;5 000,00 €
3597;224;S16: MonitoringHealth;ARS;08/11/1969 06:50;08/11/1969 14:50;10 000,00 €
3598;224;S18: CleaningRepairing;ARS;08/11/1969 15:20;11/11/1969 15:20;3 000,00 €
3599;224;S17: RecoveringNetworks;AGGLOPOLYS;11/11/1969 15:50;11/11/1969 21:50;1 000,00 €
3600;224;S19 : AdminsitrativeSupport;Mayor;11/11/1969 22:20;14/11/1969 17:00;1 200,00 €
3601;225;S2: Notify mayors;Prefect;14/11/1969 17:30;14/11/1969 18:30;10,00 €
3602;225;S1: Second Roll Call;Prefect;14/11/1969 19:00;14/11/1969 19:30;10,00 €
3603;225;S3: Alert population;Mayor;14/11/1969 20:00;14/11/1969 23:00;50,00 €
3604;225;S5: Stop Traffic;DDT 41;14/11/1969 23:30;15/11/1969 05:30;6 000,00 €
3605;225;S6: Detour setting;DDT 41;15/11/1969 06:00;15/11/1969 09:00;4 000,00 €
3606;225;S7: Put population in a safe place;SDIS 41;15/11/1969 09:30;16/11/1969 09:30;10 000,00 €
3607;225;S9: Ad-Hoc Accomodation;Mayor;16/11/1969 10:00;16/11/1969 14:00;3 000,00 €
3608;225;S4: White Plan;Prefect;16/11/1969 14:30;18/11/1969 14:30;2 000,00 €
3609;225;S12: Food Resupplying;Mayor;18/11/1969 15:00;21/11/1969 15:00;5 000,00 €
3610;225;S13: Psychological care;CUMP Blois;21/11/1969 15:30;25/11/1969 15:30;4 500,00 €
3611;225;S15: ManagingPollution;DREAL;25/11/1969 16:00;28/11/1969 16:00;5 000,00 €
3612;225;S14: SecureBuilding;Ville Blois;28/11/1969 16:30;29/11/1969 16:30;3 000,00 €
3613;225;S16: MonitoringHealth;ARS;29/11/1969 17:00;30/11/1969 01:00;10 000,00 €
3614;225;S18: CleaningRepairing;ARS;30/11/1969 01:30;03/12/1969 01:30;3 000,00 €
3615;225;S17: RecoveringNetworks;AGGLOPOLYS;03/12/1969 02:00;03/12/1969 08:00;1 000,00 €
3616;225;S19 : AdminsitrativeSupport;Mayor;03/12/1969 08:30;06/12/1969 03:10;1 200,00 €
3617;226;S2: Notify mayors;Prefect;06/12/1969 03:40;06/12/1969 04:40;10,00 €
3618;226;S1: Second Roll Call;Prefect;06/12/1969 05:10;06/12/1969 05:40;10,00 €
3619;226;S3: Alert population;Mayor;06/12/1969 06:10;06/12/1969 09:10;50,00 €
3620;226;S5: Stop Traffic;DDT 41;06/12/1969 09:40;06/12/1969 15:40;6 000,00 €
3621;226;S6: Detour setting;DDT 41;06/12/1969 16:10;06/12/1969 19:10;4 000,00 €
3622;226;S7: Put population in a safe place;SDIS 41;06/12/1969 19:40;07/12/1969 19:40;10 000,00 €
3623;226;S8: Accomadation Plan ;Prefect;07/12/1969 20:10;09/12/1969 22:10;2 500,00 €
3624;226;S10: ad-Hoc taking care;Volunteer;09/12/1969 22:40;14/12/1969 22:40;2 500,00 €
3625;226;S12: Food Resupplying;Mayor;14/12/1969 23:10;17/12/1969 23:10;5 000,00 €
3626;226;S13: Psychological care;CUMP Blois;17/12/1969 23:40;21/12/1969 23:40;4 500,00 €
3627;226;S14: SecureBuilding;Ville Blois;22/12/1969 00:10;23/12/1969 00:10;3 000,00 €
3628;226;S15: ManagingPollution;DREAL;23/12/1969 00:40;26/12/1969 00:40;5 000,00 €
3629;226;S16: MonitoringHealth;ARS;26/12/1969 01:10;26/12/1969 09:10;10 000,00 €
3630;226;S18: CleaningRepairing;ARS;26/12/1969 09:40;29/12/1969 09:40;3 000,00 €
3631;226;S17: RecoveringNetworks;AGGLOPOLYS;29/12/1969 10:10;29/12/1969 16:10;1 000,00 €
3632;226;S19 : AdminsitrativeSupport;Mayor;29/12/1969 16:40;01/01/1970 11:20;1 200,00 €
3633;227;S2: Notify mayors;Prefect;01/01/1970 11:50;01/01/1970 12:50;10,00 €
3634;227;S3: Alert population;Mayor;01/01/1970 13:20;01/01/1970 16:20;50,00 €
3635;227;S1: Second Roll Call;Prefect;01/01/1970 16:50;01/01/1970 17:20;10,00 €
3636;227;S5: Stop Traffic;DDT 41;01/01/1970 17:50;01/01/1970 23:50;6 000,00 €
3637;227;S6: Detour setting;DDT 41;02/01/1970 00:20;02/01/1970 03:20;4 000,00 €
3638;227;S7: Put population in a safe place;SDIS 41;02/01/1970 03:50;03/01/1970 03:50;10 000,00 €
3639;227;S8: Accomadation Plan ;Prefect;03/01/1970 04:20;05/01/1970 06:20;2 500,00 €
3640;227;S4: White Plan;Prefect;05/01/1970 06:50;07/01/1970 06:50;2 000,00 €
3641;227;S12: Food Resupplying;Mayor;07/01/1970 07:20;10/01/1970 07:20;5 000,00 €
3642;227;S13: Psychological care;CUMP Blois;10/01/1970 07:50;14/01/1970 07:50;4 500,00 €
3643;227;S14: SecureBuilding;Ville Blois;14/01/1970 08:20;15/01/1970 08:20;3 000,00 €
3644;227;S15: ManagingPollution;DREAL;15/01/1970 08:50;18/01/1970 08:50;5 000,00 €
3645;227;S16: MonitoringHealth;ARS;18/01/1970 09:20;18/01/1970 17:20;10 000,00 €
3646;227;S17: RecoveringNetworks;AGGLOPOLYS;18/01/1970 17:50;18/01/1970 23:50;1 000,00 €
3647;227;S18: CleaningRepairing;ARS;19/01/1970 00:20;22/01/1970 00:20;3 000,00 €
3648;227;S19 : AdminsitrativeSupport;Mayor;22/01/1970 00:50;24/01/1970 19:30;1 200,00 €
3649;228;S2: Notify mayors;Prefect;24/01/1970 20:00;24/01/1970 21:00;10,00 €
3650;228;S3: Alert population;Mayor;24/01/1970 21:30;25/01/1970 00:30;50,00 €
3651;228;S1: Second Roll Call;Prefect;25/01/1970 01:00;25/01/1970 01:30;10,00 €
3652;228;S5: Stop Traffic;DDT 41;25/01/1970 02:00;25/01/1970 08:00;6 000,00 €
3653;228;S6: Detour setting;DDT 41;25/01/1970 08:30;25/01/1970 11:30;4 000,00 €
3654;228;S7: Put population in a safe place;SDIS 41;25/01/1970 12:00;26/01/1970 12:00;10 000,00 €
3655;228;S8: Accomadation Plan ;Prefect;26/01/1970 12:30;28/01/1970 14:30;2 500,00 €
3656;228;S10: ad-Hoc taking care;ONG;28/01/1970 15:00;02/02/1970 15:00;2 500,00 €
3657;228;S12: Food Resupplying;Mayor;02/02/1970 15:30;05/02/1970 15:30;5 000,00 €
3658;228;S13: Psychological care;CUMP Blois;05/02/1970 16:00;09/02/1970 16:00;4 500,00 €
3659;228;S15: ManagingPollution;DREAL;09/02/1970 16:30;12/02/1970 16:30;5 000,00 €
3660;228;S14: SecureBuilding;Ville Blois;12/02/1970 17:00;13/02/1970 17:00;3 000,00 €
3661;228;S16: MonitoringHealth;ARS;13/02/1970 17:30;14/02/1970 01:30;10 000,00 €
3662;228;S18: CleaningRepairing;ARS;14/02/1970 02:00;17/02/1970 02:00;3 000,00 €
3663;228;S17: RecoveringNetworks;AGGLOPOLYS;17/02/1970 02:30;17/02/1970 08:30;1 000,00 €
3664;228;S19 : AdminsitrativeSupport;Mayor;17/02/1970 09:00;20/02/1970 03:40;1 200,00 €
3665;229;S2: Notify mayors;Prefect;20/02/1970 04:10;20/02/1970 05:10;10,00 €
3666;229;S3: Alert population;Mayor;20/02/1970 05:40;20/02/1970 08:40;50,00 €
3667;229;S1: Second Roll Call;Prefect;20/02/1970 09:10;20/02/1970 09:40;10,00 €
3668;229;S5: Stop Traffic;DDT 41;20/02/1970 10:10;20/02/1970 16:10;6 000,00 €
3669;229;S6: Detour setting;DDT 41;20/02/1970 16:40;20/02/1970 19:40;4 000,00 €
3670;229;S7: Put population in a safe place;SDIS 41;20/02/1970 20:10;21/02/1970 20:10;10 000,00 €
3671;229;S9: Ad-Hoc Accomodation;Mayor;21/02/1970 20:40;22/02/1970 00:40;3 000,00 €
3672;229;S10: ad-Hoc taking care;ONG;22/02/1970 01:10;27/02/1970 01:10;2 500,00 €
3673;229;S12: Food Resupplying;Mayor;27/02/1970 01:40;02/03/1970 01:40;5 000,00 €
3674;229;S13: Psychological care;CUMP Blois;02/03/1970 02:10;06/03/1970 02:10;4 500,00 €
3675;229;S15: ManagingPollution;DREAL;06/03/1970 02:40;09/03/1970 02:40;5 000,00 €
3676;229;S14: SecureBuilding;Ville Blois;09/03/1970 03:10;10/03/1970 03:10;3 000,00 €
3677;229;S16: MonitoringHealth;ARS;10/03/1970 03:40;10/03/1970 11:40;10 000,00 €
3678;229;S17: RecoveringNetworks;AGGLOPOLYS;10/03/1970 12:10;10/03/1970 18:10;1 000,00 €
3679;229;S18: CleaningRepairing;ARS;10/03/1970 18:40;13/03/1970 18:40;3 000,00 €
3680;229;S19 : AdminsitrativeSupport;Mayor;13/03/1970 19:10;16/03/1970 13:50;1 200,00 €
3681;230;S2: Notify mayors;Prefect;16/03/1970 14:20;16/03/1970 15:20;10,00 €
3682;230;S3: Alert population;Mayor;16/03/1970 15:50;16/03/1970 18:50;50,00 €
3683;230;S1: Second Roll Call;Prefect;16/03/1970 19:20;16/03/1970 19:50;10,00 €
3684;230;S5: Stop Traffic;DDT 41;16/03/1970 20:20;17/03/1970 02:20;6 000,00 €
3685;230;S6: Detour setting;DDT 41;17/03/1970 02:50;17/03/1970 05:50;4 000,00 €
3686;230;S7: Put population in a safe place;SDIS 41;17/03/1970 06:20;18/03/1970 06:20;10 000,00 €
3687;230;S9: Ad-Hoc Accomodation;Mayor;18/03/1970 06:50;18/03/1970 10:50;3 000,00 €
3688;230;S10: ad-Hoc taking care;ONG;18/03/1970 11:20;23/03/1970 11:20;2 500,00 €
3689;230;S12: Food Resupplying;Mayor;23/03/1970 11:50;26/03/1970 11:50;5 000,00 €
3690;230;S13: Psychological care;CUMP Blois;26/03/1970 12:20;30/03/1970 12:20;4 500,00 €
3691;230;S14: SecureBuilding;Ville Blois;30/03/1970 12:50;31/03/1970 12:50;3 000,00 €
3692;230;S15: ManagingPollution;DREAL;31/03/1970 13:20;03/04/1970 13:20;5 000,00 €
3693;230;S16: MonitoringHealth;ARS;03/04/1970 13:50;03/04/1970 21:50;10 000,00 €
3694;230;S17: RecoveringNetworks;AGGLOPOLYS;03/04/1970 22:20;04/04/1970 04:20;1 000,00 €
3695;230;S18: CleaningRepairing;ARS;04/04/1970 04:50;07/04/1970 04:50;3 000,00 €
3696;230;S19 : AdminsitrativeSupport;Mayor;07/04/1970 05:20;10/04/1970 00:00;1 200,00 €
3697;231;S2: Notify mayors;Prefect;10/04/1970 00:30;10/04/1970 01:30;10,00 €
3698;231;S1: Second Roll Call;Prefect;10/04/1970 02:00;10/04/1970 02:30;10,00 €
3699;231;S3: Alert population;Mayor;10/04/1970 03:00;10/04/1970 06:00;50,00 €
3700;231;S5: Stop Traffic;DDT 41;10/04/1970 06:30;10/04/1970 12:30;6 000,00 €
3701;231;S6: Detour setting;DDT 41;10/04/1970 13:00;10/04/1970 16:00;4 000,00 €
3702;231;S7: Put population in a safe place;SDIS 41;10/04/1970 16:30;11/04/1970 16:30;10 000,00 €
